  idx	   wall_ms	   dt_ms	 cnt_dt_ms	   kind	content
 1480	  17573.63	   11.91	     35.94	content	'\n'
 1481	  17585.49	   11.86	         —	  empty	[EMPTY]
 1482	  17597.46	   11.97	         —	  empty	[EMPTY]
 1483	  17609.36	   11.90	     35.73	content	'\n'
 1484	  17621.47	   12.11	         —	  empty	[EMPTY]
 1485	  17633.33	   11.86	         —	  empty	[EMPTY]
 1486	  17645.28	   11.95	     35.92	content	'\n'
 1487	  17657.30	   12.01	         —	  empty	[EMPTY]
 1488	  17670.12	   12.82	         —	  empty	[EMPTY]
 1489	  17681.19	   11.07	     35.90	content	'\n'
 1490	  17693.07	   11.88	         —	  empty	[EMPTY]
 1491	  17705.06	   11.99	         —	  empty	[EMPTY]
 1492	  17717.14	   12.08	     35.95	content	'\n'
 1493	  17729.02	   11.88	         —	  empty	[EMPTY]
 1494	  17740.92	   11.91	         —	  empty	[EMPTY]
 1495	  17753.03	   12.10	     35.89	content	'\n'
 1496	  17765.21	   12.18	         —	  empty	[EMPTY]
 1497	  17776.90	   11.70	         —	  empty	[EMPTY]
 1498	  17788.74	   11.84	     35.71	content	'\n'
 1499	  17800.78	   12.04	         —	  empty	[EMPTY]
 1500	  17812.61	   11.83	         —	  empty	[EMPTY]
 1501	  17824.76	   12.15	     36.02	content	'\n'
 1502	  17836.58	   11.83	         —	  empty	[EMPTY]
 1503	  17848.52	   11.93	         —	  empty	[EMPTY]
 1504	  17860.76	   12.25	     36.01	content	'\n'
 1505	  17872.58	   11.82	         —	  empty	[EMPTY]
 1506	  17884.36	   11.78	         —	  empty	[EMPTY]
 1507	  17896.37	   12.01	     35.61	content	'\n'
 1508	  17908.29	   11.92	         —	  empty	[EMPTY]
 1509	  17920.36	   12.07	         —	  empty	[EMPTY]
 1510	  17932.21	   11.85	     35.84	content	'\n'
 1511	  17944.18	   11.97	         —	  empty	[EMPTY]
 1512	  17956.19	   12.01	         —	  empty	[EMPTY]
 1513	  17970.34	   14.15	     38.13	content	'\n'
 1514	  17979.99	    9.65	         —	  empty	[EMPTY]
 1515	  17991.89	   11.89	         —	  empty	[EMPTY]
 1516	  18003.89	   12.01	     33.55	content	'\n'
 1517	  18015.85	   11.96	         —	  empty	[EMPTY]
 1518	  18027.91	   12.06	         —	  empty	[EMPTY]
 1519	  18039.73	   11.82	     35.84	content	'\n'
 1520	  18051.62	   11.89	         —	  empty	[EMPTY]
 1521	  18063.69	   12.06	         —	  empty	[EMPTY]
 1522	  18075.69	   12.01	     35.96	content	'\n'
 1523	  18087.55	   11.86	         —	  empty	[EMPTY]
 1524	  18099.68	   12.13	         —	  empty	[EMPTY]
 1525	  18111.47	   11.79	     35.78	content	'\n'
 1526	  18123.49	   12.02	         —	  empty	[EMPTY]
 1527	  18135.42	   11.93	         —	  empty	[EMPTY]
 1528	  18147.27	   11.85	     35.80	content	'\n'
 1529	  18159.33	   12.06	         —	  empty	[EMPTY]
 1530	  18171.36	   12.03	         —	  empty	[EMPTY]
 1531	  18183.19	   11.82	     35.91	content	'\n'
 1532	  18195.14	   11.95	         —	  empty	[EMPTY]
 1533	  18207.11	   11.98	         —	  empty	[EMPTY]
 1534	  18220.19	   13.08	     37.00	content	'\n'
 1535	  18231.05	   10.86	         —	  empty	[EMPTY]
 1536	  18242.94	   11.90	         —	  empty	[EMPTY]
 1537	  18255.04	   12.10	     34.86	content	'\n'
 1538	  18266.96	   11.92	         —	  empty	[EMPTY]
 1539	  18278.90	   11.94	         —	  empty	[EMPTY]
 1540	  18290.83	   11.93	     35.78	content	'\n'
 1541	  18302.76	   11.93	         —	  empty	[EMPTY]
 1542	  18314.69	   11.94	         —	  empty	[EMPTY]
 1543	  18326.83	   12.13	     36.00	content	'\n'
 1544	  18338.72	   11.89	         —	  empty	[EMPTY]
 1545	  18350.63	   11.91	         —	  empty	[EMPTY]
 1546	  18363.15	   12.52	     36.33	content	'\n'
 1547	  18374.61	   11.46	         —	  empty	[EMPTY]
 1548	  18386.51	   11.90	         —	  empty	[EMPTY]
 1549	  18398.46	   11.95	     35.31	content	'\n'
 1550	  18410.40	   11.94	         —	  empty	[EMPTY]
 1551	  18422.49	   12.09	         —	  empty	[EMPTY]
 1552	  18434.30	   11.82	     35.84	content	'\n'
 1553	  18446.26	   11.96	         —	  empty	[EMPTY]
 1554	  18458.30	   12.04	         —	  empty	[EMPTY]
 1555	  18470.41	   12.11	     36.11	content	'\n'
 1556	  18482.18	   11.77	         —	  empty	[EMPTY]
 1557	  18494.07	   11.90	         —	  empty	[EMPTY]
 1558	  18506.04	   11.96	     35.63	content	'\n'
 1559	  18520.16	   14.12	         —	  empty	[EMPTY]
 1560	  18530.03	    9.87	         —	  empty	[EMPTY]
 1561	  18541.93	   11.91	     35.90	content	'\n'
 1562	  18553.88	   11.95	         —	  empty	[EMPTY]
 1563	  18565.88	   12.00	         —	  empty	[EMPTY]
 1564	  18577.92	   12.04	     35.99	content	'\n'
 1565	  18589.87	   11.95	         —	  empty	[EMPTY]
 1566	  18602.17	   12.30	         —	  empty	[EMPTY]
 1567	  18613.85	   11.68	     35.92	content	'\n'
 1568	  18625.82	   11.97	         —	  empty	[EMPTY]
 1569	  18637.53	   11.71	         —	  empty	[EMPTY]
 1570	  18649.49	   11.96	     35.64	content	'\n'
 1571	  18661.67	   12.18	         —	  empty	[EMPTY]
 1572	  18673.53	   11.86	         —	  empty	[EMPTY]
 1573	  18685.38	   11.85	     35.90	content	'\n'
 1574	  18697.34	   11.96	         —	  empty	[EMPTY]
 1575	  18709.26	   11.91	         —	  empty	[EMPTY]
 1576	  18721.28	   12.02	     35.89	content	'\n'
 1577	  18733.14	   11.86	         —	  empty	[EMPTY]
 1578	  18745.08	   11.95	         —	  empty	[EMPTY]
 1579	  18757.17	   12.09	     35.89	content	'\n'
 1580	  18770.86	   13.69	         —	  empty	[EMPTY]
 1581	  18780.93	   10.07	         —	  empty	[EMPTY]
 1582	  18792.93	   11.99	     35.75	content	'\n'
 1583	  18804.90	   11.98	         —	  empty	[EMPTY]
 1584	  18816.86	   11.95	         —	  empty	[EMPTY]
 1585	  18828.97	   12.11	     36.05	content	'\n'
 1586	  18840.76	   11.79	         —	  empty	[EMPTY]
 1587	  18852.79	   12.04	         —	  empty	[EMPTY]
 1588	  18864.73	   11.94	     35.76	content	'\n'
 1589	  18876.78	   12.05	         —	  empty	[EMPTY]
 1590	  18888.67	   11.89	         —	  empty	[EMPTY]
 1591	  18900.56	   11.88	     35.83	content	'\n'
 1592	  18912.97	   12.41	         —	  empty	[EMPTY]
 1593	  18924.58	   11.61	         —	  empty	[EMPTY]
 1594	  18936.41	   11.83	     35.86	content	'\n'
 1595	  18948.38	   11.97	         —	  empty	[EMPTY]
 1596	  18960.45	   12.07	         —	  empty	[EMPTY]
 1597	  18972.42	   11.97	     36.01	content	'\n'
 1598	  18984.28	   11.86	         —	  empty	[EMPTY]
 1599	  18996.27	   11.98	         —	  empty	[EMPTY]
 1600	  19008.23	   11.97	     35.81	content	'\n'
 1601	  19021.09	   12.86	         —	  empty	[EMPTY]
 1602	  19032.15	   11.06	         —	  empty	[EMPTY]
 1603	  19044.18	   12.03	     35.94	content	'\n'
 1604	  19056.23	   12.05	         —	  empty	[EMPTY]
 1605	  19070.58	   14.35	         —	  empty	[EMPTY]
 1606	  19080.05	    9.47	     35.87	content	'\n'
 1607	  19091.97	   11.92	         —	  empty	[EMPTY]
 1608	  19103.90	   11.93	         —	  empty	[EMPTY]
 1609	  19115.84	   11.94	     35.79	content	'\n'
 1610	  19127.90	   12.06	         —	  empty	[EMPTY]
 1611	  19139.74	   11.84	         —	  empty	[EMPTY]
 1612	  19151.74	   12.00	     35.90	content	'\n'
 1613	  19163.86	   12.12	         —	  empty	[EMPTY]
 1614	  19175.73	   11.87	         —	  empty	[EMPTY]
 1615	  19187.60	   11.86	     35.85	content	'\n'
 1616	  19199.60	   12.00	         —	  empty	[EMPTY]
 1617	  19211.70	   12.10	         —	  empty	[EMPTY]
 1618	  19223.64	   11.94	     36.04	content	'\n'
 1619	  19235.46	   11.82	         —	  empty	[EMPTY]
 1620	  19247.42	   11.96	         —	  empty	[EMPTY]
 1621	  19259.50	   12.08	     35.86	content	'\n'
 1622	  19271.88	   12.39	         —	  empty	[EMPTY]
 1623	  19283.28	   11.39	         —	  empty	[EMPTY]
 1624	  19295.32	   12.05	     35.83	content	'\n'
 1625	  19307.21	   11.88	         —	  empty	[EMPTY]
 1626	  19320.17	   12.97	         —	  empty	[EMPTY]
 1627	  19331.18	   11.01	     35.86	content	'\n'
 1628	  19343.16	   11.98	         —	  empty	[EMPTY]
 1629	  19355.27	   12.10	         —	  empty	[EMPTY]
 1630	  19367.07	   11.80	     35.89	content	'\n'
 1631	  19379.13	   12.06	         —	  empty	[EMPTY]
 1632	  19391.01	   11.88	         —	  empty	[EMPTY]
 1633	  19402.96	   11.95	     35.89	content	'\n'
 1634	  19414.91	   11.95	         —	  empty	[EMPTY]
 1635	  19426.98	   12.07	         —	  empty	[EMPTY]
 1636	  19438.85	   11.87	     35.90	content	'\n'
 1637	  19450.81	   11.96	         —	  empty	[EMPTY]
 1638	  19463.60	   12.79	         —	  empty	[EMPTY]
 1639	  19474.85	   11.25	     36.00	content	'\n'
 1640	  19486.79	   11.94	         —	  empty	[EMPTY]
 1641	  19498.65	   11.86	         —	  empty	[EMPTY]
 1642	  19510.61	   11.97	     35.76	content	'\n'
 1643	  19522.73	   12.12	         —	  empty	[EMPTY]
 1644	  19534.65	   11.91	         —	  empty	[EMPTY]
 1645	  19546.53	   11.88	     35.91	content	'\n'
 1646	  19558.79	   12.26	         —	  empty	[EMPTY]
 1647	  19570.92	   12.13	         —	  empty	[EMPTY]
 1648	  19582.42	   11.51	     35.89	content	'\n'
 1649	  19594.42	   11.99	         —	  empty	[EMPTY]
 1650	  19606.37	   11.96	         —	  empty	[EMPTY]
 1651	  19620.25	   13.87	     37.82	content	'\n'
 1652	  19630.33	   10.09	         —	  empty	[EMPTY]
 1653	  19642.25	   11.91	         —	  empty	[EMPTY]
 1654	  19654.32	   12.07	     34.07	content	'\n'
 1655	  19666.17	   11.86	         —	  empty	[EMPTY]
 1656	  19678.26	   12.09	         —	  empty	[EMPTY]
 1657	  19690.11	   11.85	     35.79	content	'\n'
 1658	  19702.11	   12.00	         —	  empty	[EMPTY]
 1659	  19714.01	   11.89	         —	  empty	[EMPTY]
 1660	  19726.05	   12.04	     35.94	content	'\n'
 1661	  19737.95	   11.90	         —	  empty	[EMPTY]
 1662	  19749.88	   11.92	         —	  empty	[EMPTY]
 1663	  19761.99	   12.12	     35.95	content	'\n'
 1664	  19776.18	   14.18	         —	  empty	[EMPTY]
 1665	  19785.82	    9.64	         —	  empty	[EMPTY]
 1666	  19797.93	   12.12	     35.94	content	'\n'
 1667	  19809.71	   11.78	         —	  empty	[EMPTY]
 1668	  19821.68	   11.97	         —	  empty	[EMPTY]
 1669	  19833.58	   11.90	     35.65	content	'\n'
 1670	  19845.57	   11.99	         —	  empty	[EMPTY]
 1671	  19857.58	   12.01	         —	  empty	[EMPTY]
 1672	  19870.29	   12.71	     36.71	content	'\n'
 1673	  19881.40	   11.11	         —	  empty	[EMPTY]
 1674	  19893.37	   11.97	         —	  empty	[EMPTY]
 1675	  19905.33	   11.95	     35.03	content	'\n'
 1676	  19920.18	   14.86	         —	  empty	[EMPTY]
 1677	  19929.32	    9.13	         —	  empty	[EMPTY]
 1678	  19941.17	   11.86	     35.85	content	'\n'
 1679	  19953.24	   12.07	         —	  empty	[EMPTY]
 1680	  19965.42	   12.17	         —	  empty	[EMPTY]
 1681	  19977.18	   11.77	     36.01	content	'\n'
 1682	  19989.05	   11.86	         —	  empty	[EMPTY]
 1683	  20001.02	   11.97	         —	  empty	[EMPTY]
 1684	  20013.00	   11.99	     35.82	content	'\n'
 1685	  20025.07	   12.07	         —	  empty	[EMPTY]
 1686	  20036.95	   11.88	         —	  empty	[EMPTY]
 1687	  20048.87	   11.91	     35.86	content	'\n'
 1688	  20061.28	   12.41	         —	  empty	[EMPTY]
 1689	  20073.02	   11.74	         —	  empty	[EMPTY]
 1690	  20084.82	   11.80	     35.95	content	'\n'
 1691	  20096.76	   11.95	         —	  empty	[EMPTY]
 1692	  20108.71	   11.94	         —	  empty	[EMPTY]
 1693	  20120.81	   12.10	     35.99	content	'\n'
 1694	  20132.65	   11.84	         —	  empty	[EMPTY]
 1695	  20144.65	   12.00	         —	  empty	[EMPTY]
 1696	  20156.75	   12.10	     35.94	content	'\n'
 1697	  20171.01	   14.26	         —	  empty	[EMPTY]
 1698	  20180.49	    9.49	         —	  empty	[EMPTY]
 1699	  20192.46	   11.97	     35.71	content	'\n'
 1700	  20204.41	   11.95	         —	  empty	[EMPTY]
 1701	  20216.42	   12.01	         —	  empty	[EMPTY]
 1702	  20228.44	   12.03	     35.98	content	'\n'
 1703	  20240.43	   11.99	         —	  empty	[EMPTY]
 1704	  20252.45	   12.02	         —	  empty	[EMPTY]
 1705	  20264.35	   11.90	     35.91	content	'\n'
 1706	  20276.36	   12.01	         —	  empty	[EMPTY]
 1707	  20288.22	   11.86	         —	  empty	[EMPTY]
 1708	  20300.19	   11.97	     35.84	content	'\n'
 1709	  20312.13	   11.94	         —	  empty	[EMPTY]
 1710	  20324.19	   12.06	         —	  empty	[EMPTY]
 1711	  20336.18	   11.99	     35.99	content	'\n'
 1712	  20348.05	   11.87	         —	  empty	[EMPTY]
 1713	  20360.71	   12.66	         —	  empty	[EMPTY]
 1714	  20372.11	   11.40	     35.93	content	'\n'
 1715	  20383.98	   11.86	         —	  empty	[EMPTY]
 1716	  20395.93	   11.95	         —	  empty	[EMPTY]
 1717	  20407.89	   11.96	     35.77	content	'\n'
 1718	  20420.77	   12.88	         —	  empty	[EMPTY]
 1719	  20431.84	   11.07	         —	  empty	[EMPTY]
 1720	  20443.79	   11.95	     35.90	content	'\n'
 1721	  20455.88	   12.09	         —	  empty	[EMPTY]
 1722	  20470.01	   14.13	         —	  empty	[EMPTY]
 1723	  20479.75	    9.74	     35.96	content	'\n'
 1724	  20491.69	   11.95	         —	  empty	[EMPTY]
 1725	  20503.62	   11.93	         —	  empty	[EMPTY]
 1726	  20515.57	   11.94	     35.82	content	'\n'
 1727	  20527.60	   12.04	         —	  empty	[EMPTY]
 1728	  20539.50	   11.89	         —	  empty	[EMPTY]
 1729	  20551.53	   12.03	     35.96	content	'\n'
 1730	  20564.21	   12.68	         —	  empty	[EMPTY]
 1731	  20575.45	   11.24	         —	  empty	[EMPTY]
 1732	  20587.31	   11.86	     35.79	content	'\n'
 1733	  20599.47	   12.16	         —	  empty	[EMPTY]
 1734	  20611.38	   11.91	         —	  empty	[EMPTY]
 1735	  20623.31	   11.93	     36.00	content	'\n'
 1736	  20635.19	   11.88	         —	  empty	[EMPTY]
 1737	  20647.21	   12.01	         —	  empty	[EMPTY]
 1738	  20659.31	   12.10	     36.00	content	'\n'
 1739	  20671.38	   12.08	         —	  empty	[EMPTY]
 1740	  20683.16	   11.78	         —	  empty	[EMPTY]
 1741	  20695.09	   11.93	     35.78	content	'\n'
 1742	  20707.07	   11.98	         —	  empty	[EMPTY]
 1743	  20720.06	   12.98	         —	  empty	[EMPTY]
 1744	  20730.95	   10.89	     35.86	content	'\n'
 1745	  20742.94	   11.99	         —	  empty	[EMPTY]
 1746	  20754.96	   12.03	         —	  empty	[EMPTY]
 1747	  20766.93	   11.97	     35.98	content	'\n'
 1748	  20778.98	   12.05	         —	  empty	[EMPTY]
 1749	  20790.86	   11.87	         —	  empty	[EMPTY]
 1750	  20802.75	   11.89	     35.82	content	'\n'
 1751	  20814.71	   11.96	         —	  empty	[EMPTY]
 1752	  20826.76	   12.04	         —	  empty	[EMPTY]
 1753	  20838.70	   11.94	     35.94	content	'\n'
 1754	  20850.66	   11.97	         —	  empty	[EMPTY]
 1755	  20862.78	   12.12	         —	  empty	[EMPTY]
 1756	  20874.87	   12.09	     36.18	content	'\n'
 1757	  20886.78	   11.90	         —	  empty	[EMPTY]
 1758	  20898.78	   12.00	         —	  empty	[EMPTY]
 1759	  20910.50	   11.72	     35.62	content	'\n'
 1760	  20922.47	   11.98	         —	  empty	[EMPTY]
 1761	  20934.32	   11.85	         —	  empty	[EMPTY]
 1762	  20946.30	   11.98	     35.81	content	'\n'
 1763	  20958.34	   12.04	         —	  empty	[EMPTY]
 1764	  20972.31	   13.97	         —	  empty	[EMPTY]
 1765	  20982.17	    9.86	     35.86	content	'\n'
 1766	  20994.10	   11.93	         —	  empty	[EMPTY]
 1767	  21006.04	   11.95	         —	  empty	[EMPTY]
 1768	  21018.03	   11.99	     35.86	content	'\n'
 1769	  21029.97	   11.94	         —	  empty	[EMPTY]
 1770	  21041.86	   11.89	         —	  empty	[EMPTY]
 1771	  21053.81	   11.95	     35.78	content	'\n'
 1772	  21066.10	   12.29	         —	  empty	[EMPTY]
 1773	  21077.80	   11.70	         —	  empty	[EMPTY]
 1774	  21089.68	   11.88	     35.88	content	'\n'
 1775	  21101.70	   12.01	         —	  empty	[EMPTY]
 1776	  21113.53	   11.83	         —	  empty	[EMPTY]
 1777	  21125.61	   12.08	     35.92	content	'\n'
 1778	  21137.54	   11.93	         —	  empty	[EMPTY]
 1779	  21149.43	   11.89	         —	  empty	[EMPTY]
 1780	  21161.52	   12.09	     35.91	content	'\n'
 1781	  21173.42	   11.90	         —	  empty	[EMPTY]
 1782	  21185.31	   11.89	         —	  empty	[EMPTY]
 1783	  21197.30	   11.99	     35.78	content	'\n'
 1784	  21209.27	   11.97	         —	  empty	[EMPTY]
 1785	  21221.21	   11.95	         —	  empty	[EMPTY]
 1786	  21233.12	   11.91	     35.82	content	'\n'
 1787	  21245.13	   12.01	         —	  empty	[EMPTY]
 1788	  21257.22	   12.09	         —	  empty	[EMPTY]
 1789	  21270.31	   13.09	     37.19	content	'\n'
 1790	  21280.96	   10.65	         —	  empty	[EMPTY]
 1791	  21292.92	   11.96	         —	  empty	[EMPTY]
 1792	  21304.92	   12.00	     34.61	content	'\n'
 1793	  21316.82	   11.91	         —	  empty	[EMPTY]
 1794	  21328.83	   12.00	         —	  empty	[EMPTY]
 1795	  21340.75	   11.92	     35.84	content	'\n'
 1796	  21352.71	   11.96	         —	  empty	[EMPTY]
 1797	  21364.88	   12.17	         —	  empty	[EMPTY]
 1798	  21376.71	   11.82	     35.96	content	'\n'
 1799	  21388.61	   11.90	         —	  empty	[EMPTY]
 1800	  21400.53	   11.93	         —	  empty	[EMPTY]
 1801	  21412.62	   12.09	     35.92	content	'\n'
 1802	  21424.66	   12.03	         —	  empty	[EMPTY]
 1803	  21436.45	   11.80	         —	  empty	[EMPTY]
 1804	  21448.41	   11.96	     35.79	content	'\n'
 1805	  21461.33	   12.92	         —	  empty	[EMPTY]
 1806	  21472.56	   11.23	         —	  empty	[EMPTY]
 1807	  21484.45	   11.90	     36.04	content	'\n'
 1808	  21496.31	   11.86	         —	  empty	[EMPTY]
 1809	  21508.24	   11.93	         —	  empty	[EMPTY]
 1810	  21520.94	   12.70	     36.48	content	'\n'
 1811	  21532.20	   11.26	         —	  empty	[EMPTY]
 1812	  21544.16	   11.97	         —	  empty	[EMPTY]
 1813	  21556.21	   12.05	     35.28	content	'\n'
 1814	  21570.25	   14.04	         —	  empty	[EMPTY]
 1815	  21580.00	    9.75	         —	  empty	[EMPTY]
 1816	  21592.06	   12.05	     35.84	content	'\n'
 1817	  21604.03	   11.98	         —	  empty	[EMPTY]
 1818	  21615.94	   11.91	         —	  empty	[EMPTY]
 1819	  21627.90	   11.97	     35.85	content	'\n'
 1820	  21639.87	   11.96	         —	  empty	[EMPTY]
 1821	  21651.74	   11.87	         —	  empty	[EMPTY]
 1822	  21664.03	   12.30	     36.13	content	'\n'
 1823	  21675.75	   11.72	         —	  empty	[EMPTY]
 1824	  21687.65	   11.90	         —	  empty	[EMPTY]
 1825	  21699.58	   11.92	     35.54	content	'\n'
 1826	  21711.58	   12.01	         —	  empty	[EMPTY]
 1827	  21723.58	   12.00	         —	  empty	[EMPTY]
 1828	  21735.39	   11.81	     35.82	content	'\n'
 1829	  21747.39	   11.99	         —	  empty	[EMPTY]
 1830	  21759.45	   12.06	         —	  empty	[EMPTY]
 1831	  21771.39	   11.94	     35.99	content	'\n'
 1832	  21783.28	   11.89	         —	  empty	[EMPTY]
 1833	  21795.20	   11.93	         —	  empty	[EMPTY]
 1834	  21807.15	   11.94	     35.76	content	'\n'
 1835	  21819.92	   12.77	         —	  empty	[EMPTY]
 1836	  21831.08	   11.16	         —	  empty	[EMPTY]
 1837	  21843.09	   12.01	     35.94	content	'\n'
 1838	  21855.14	   12.05	         —	  empty	[EMPTY]
 1839	  21866.98	   11.85	         —	  empty	[EMPTY]
 1840	  21878.98	   12.00	     35.89	content	'\n'
 1841	  21890.90	   11.92	         —	  empty	[EMPTY]
 1842	  21903.00	   12.10	         —	  empty	[EMPTY]
 1843	  21914.82	   11.81	     35.84	content	'\n'
 1844	  21926.78	   11.97	         —	  empty	[EMPTY]
 1845	  21938.74	   11.96	         —	  empty	[EMPTY]
 1846	  21950.69	   11.95	     35.88	content	'\n'
 1847	  21962.85	   12.16	         —	  empty	[EMPTY]
 1848	  21974.67	   11.81	         —	  empty	[EMPTY]
 1849	  21986.56	   11.89	     35.87	content	'\n'
 1850	  21998.45	   11.89	         —	  empty	[EMPTY]
 1851	  22010.43	   11.97	         —	  empty	[EMPTY]
 1852	  22022.58	   12.15	     36.02	content	'\n'
 1853	  22034.48	   11.90	         —	  empty	[EMPTY]
 1854	  22046.36	   11.88	         —	  empty	[EMPTY]
 1855	  22058.39	   12.04	     35.81	content	'\n'
 1856	  22070.35	   11.95	         —	  empty	[EMPTY]
 1857	  22082.23	   11.88	         —	  empty	[EMPTY]
 1858	  22094.22	   11.99	     35.83	content	'\n'
 1859	  22106.34	   12.12	         —	  empty	[EMPTY]
 1860	  22120.08	   13.74	         —	  empty	[EMPTY]
 1861	  22130.12	   10.03	     35.90	content	'\n'
 1862	  22142.12	   12.00	         —	  empty	[EMPTY]
 1863	  22154.09	   11.97	         —	  empty	[EMPTY]
 1864	  22166.55	   12.45	     36.43	content	'\n'
 1865	  22178.03	   11.49	         —	  empty	[EMPTY]
 1866	  22189.90	   11.87	         —	  empty	[EMPTY]
 1867	  22201.88	   11.98	     35.34	content	'\n'
 1868	  22213.81	   11.93	         —	  empty	[EMPTY]
 1869	  22225.87	   12.06	         —	  empty	[EMPTY]
 1870	  22237.85	   11.98	     35.97	content	'\n'
 1871	  22249.75	   11.90	         —	  empty	[EMPTY]
 1872	  22261.93	   12.18	         —	  empty	[EMPTY]
 1873	  22273.83	   11.89	     35.98	content	'\n'
 1874	  22285.56	   11.74	         —	  empty	[EMPTY]
 1875	  22297.68	   12.12	         —	  empty	[EMPTY]
 1876	  22309.89	   12.21	     36.07	content	'\n'
 1877	  22321.64	   11.75	         —	  empty	[EMPTY]
 1878	  22333.59	   11.95	         —	  empty	[EMPTY]
 1879	  22345.53	   11.94	     35.64	content	'\n'
 1880	  22359.78	   14.25	         —	  empty	[EMPTY]
 1881	  22370.58	   10.80	         —	  empty	[EMPTY]
 1882	  22381.46	   10.87	     35.92	content	'\n'
 1883	  22393.39	   11.93	         —	  empty	[EMPTY]
 1884	  22405.37	   11.98	         —	  empty	[EMPTY]
 1885	  22417.40	   12.03	     35.94	content	'\n'
 1886	  22429.41	   12.01	         —	  empty	[EMPTY]
 1887	  22441.26	   11.85	         —	  empty	[EMPTY]
 1888	  22453.25	   11.99	     35.85	content	'\n'
 1889	  22465.28	   12.03	         —	  empty	[EMPTY]
 1890	  22477.22	   11.93	         —	  empty	[EMPTY]
 1891	  22489.11	   11.89	     35.86	content	'\n'
 1892	  22501.05	   11.94	         —	  empty	[EMPTY]
 1893	  22513.05	   11.99	         —	  empty	[EMPTY]
 1894	  22525.11	   12.07	     36.00	content	'\n'
 1895	  22537.03	   11.91	         —	  empty	[EMPTY]
 1896	  22548.93	   11.90	         —	  empty	[EMPTY]
 1897	  22561.01	   12.08	     35.90	content	'\n'
 1898	  22573.01	   12.00	         —	  empty	[EMPTY]
 1899	  22584.81	   11.80	         —	  empty	[EMPTY]
 1900	  22596.79	   11.98	     35.78	content	'\n'
 1901	  22608.77	   11.99	         —	  empty	[EMPTY]
 1902	  22620.88	   12.10	         —	  empty	[EMPTY]
 1903	  22632.68	   11.81	     35.90	content	'\n'
 1904	  22644.62	   11.94	         —	  empty	[EMPTY]
 1905	  22656.74	   12.12	         —	  empty	[EMPTY]
 1906	  22670.70	   13.96	     38.01	content	'\n'
 1907	  22680.55	    9.85	         —	  empty	[EMPTY]
 1908	  22692.48	   11.93	         —	  empty	[EMPTY]
 1909	  22704.45	   11.97	     33.75	content	'\n'
 1910	  22716.44	   11.99	         —	  empty	[EMPTY]
 1911	  22728.56	   12.12	         —	  empty	[EMPTY]
 1912	  22740.35	   11.79	     35.90	content	'\n'
 1913	  22752.39	   12.04	         —	  empty	[EMPTY]
 1914	  22764.32	   11.93	         —	  empty	[EMPTY]
 1915	  22776.32	   12.00	     35.98	content	'\n'
 1916	  22788.25	   11.92	         —	  empty	[EMPTY]
 1917	  22800.18	   11.94	         —	  empty	[EMPTY]
 1918	  22812.20	   12.02	     35.88	content	'\n'
 1919	  22824.22	   12.02	         —	  empty	[EMPTY]
 1920	  22836.22	   12.00	         —	  empty	[EMPTY]
 1921	  22848.07	   11.85	     35.86	content	'\n'
 1922	  22860.09	   12.03	         —	  empty	[EMPTY]
 1923	  22872.10	   12.00	         —	  empty	[EMPTY]
 1924	  22883.95	   11.86	     35.89	content	'\n'
 1925	  22895.96	   12.01	         —	  empty	[EMPTY]
 1926	  22907.87	   11.91	         —	  empty	[EMPTY]
 1927	  22921.04	   13.17	     37.09	content	'\n'
 1928	  22931.74	   10.69	         —	  empty	[EMPTY]
 1929	  22943.71	   11.98	         —	  empty	[EMPTY]
 1930	  22955.88	   12.17	     34.84	content	'\n'
 1931	  22972.94	   17.06	         —	  empty	[EMPTY]
 1932	  22980.37	    7.42	         —	  empty	[EMPTY]
 1933	  22991.97	   11.61	     36.09	content	'\n'
 1934	  23003.75	   11.77	         —	  empty	[EMPTY]
 1935	  23015.32	   11.57	         —	  empty	[EMPTY]
 1936	  23027.12	   11.80	     35.15	content	'\n'
 1937	  23038.76	   11.64	         —	  empty	[EMPTY]
 1938	  23050.44	   11.68	         —	  empty	[EMPTY]
 1939	  23062.12	   11.68	     35.00	content	'\n'
 1940	  23073.93	   11.80	         —	  empty	[EMPTY]
 1941	  23085.48	   11.56	         —	  empty	[EMPTY]
 1942	  23097.20	   11.72	     35.08	content	'\n'
 1943	  23108.87	   11.67	         —	  empty	[EMPTY]
 1944	  23121.11	   12.24	         —	  empty	[EMPTY]
 1945	  23132.29	   11.18	     35.08	content	'\n'
 1946	  23143.98	   11.69	         —	  empty	[EMPTY]
 1947	  23155.79	   11.82	         —	  empty	[EMPTY]
 1948	  23170.34	   14.54	     38.05	content	'\n'
 1949	  23179.09	    8.76	         —	  empty	[EMPTY]
 1950	  23190.71	   11.61	         —	  empty	[EMPTY]
 1951	  23202.43	   11.72	     32.09	content	'\n'
 1952	  23214.15	   11.73	         —	  empty	[EMPTY]
 1953	  23226.03	   11.88	         —	  empty	[EMPTY]
 1954	  23237.58	   11.54	     35.15	content	'\n'
 1955	  23249.25	   11.68	         —	  empty	[EMPTY]
 1956	  23260.96	   11.70	         —	  empty	[EMPTY]
 1957	  23272.74	   11.78	     35.17	content	'\n'
 1958	  23284.33	   11.59	         —	  empty	[EMPTY]
 1959	  23296.02	   11.70	         —	  empty	[EMPTY]
 1960	  23307.73	   11.71	     34.99	content	'\n'
